age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,0.0,0,0,-7,NHL,4,0,1978-79,0,8,0,,0,4,,CBH,0
24,,0.0,0,1,0,NHL,7,0,1979-80,0,18,0,,0,0,,CBH,1
25,,4.3,0,3,-5,NHL,3,1,1980-81,0,23,1,,0,2,,BOS,4
26,,9.5,2,2,6,NHL,11,0,1981-82,0,21,2,,0,20,,BOS,4
27,,6.4,1,5,-3,NHL,17,0,1982-83,1,47,3,,2,12,,BOS,8
28,,0.0,0,0,-3,NHL,3,0,1983-84,0,13,0,,0,0,,BOS,0
29,,9.1,0,5,1,NHL,5,0,1984-85,0,11,1,,1,0,,BOS,6
31,,4.3,1,4,2,NHL,16,0,1986-87,0,23,1,,0,14,,DET,5
32,,0.0,0,4,2,NHL,10,0,1987-88,0,12,0,,0,8,,DET,4
33,,0.0,0,0,0,NHL,6,0,1988-89,0,9,0,,0,4,,DET,0
