power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,0,2,0,NHL,1955-56,20,1,DET,,1,8,0,0,0,,,0,0
0,5,1,0,NHL,1956-57,21,0,DET,,1,0,0,0,0,,,0,0
0,0,4,0,NHL,1957-58,22,0,BOS,,4,16,0,0,0,,,0,0
0,7,6,0,NHL,1958-59,23,2,BOS,,4,6,0,0,0,,,0,0
0,3,2,0,NHL,1967-68,32,0,BOS,,2,0,-4,0,0,,,0,0
2,10,11,1,NHL,1968-69,33,5,BOS,,6,0,5,0,33,,,15.2,3
0,14,19,1,NHL,1969-70,34,11,BOS,,8,2,13,0,49,,SC,22.4,7
0,7,7,0,NHL,1970-71,35,2,BOS,,5,0,4,0,11,,,18.2,2
0,15,20,0,NHL,1971-72,36,0,BOS,,11,6,6,0,43,,SC,20.9,4
0,5,3,0,NHL,1972-73,37,0,BOS,,3,0,-3,0,7,,,0.0,0
3,16,18,1,NHL,1973-74,38,8,BOS,,10,4,10,0,43,,,18.6,5
0,3,1,0,NHL,1974-75,39,1,BOS,,0,0,-2,0,10,,,10.0,1
2,12,9,0,NHL,1975-76,40,2,BOS,,7,0,0,0,14,,,14.3,0
0,5,0,0,NHL,1976-77,41,0,BOS,,0,0,0,0,1,,,0.0,0
