assists,team,goals,year,games_played,points,pim,age,plus_minus,league
9,U. of Nebraska-Omaha,16,1999-00,34,25,82,21,0,CCHA
17,U. of Nebraska-Omaha,12,2000-01,42,29,78,22,0,CCHA
21,U. of Nebraska-Omaha,24,2001-02,41,45,92,23,0,CCHA
5,Houston Aeros,6,2002-03,65,11,45,24,4,AHL
15,Houston Aeros,21,2003-04,77,36,88,25,6,AHL
9,Worcester IceCats,16,2004-05,47,25,55,26,-7,AHL
7,Providence Bruins,4,2006-07,22,11,27,28,8,AHL
31,Providence Bruins,29,2007-08,71,60,59,29,39,AHL
13,San Antonio Rampage,22,2008-09,60,35,64,30,-30,AHL
20,San Antonio Rampage,13,2009-10,70,33,44,31,-9,AHL
10,Grizzly Adams Wolfsburg,11,2010-11,38,21,63,32,0,Germany
14,Hannover Scorpions,14,2011-12,43,28,14,33,0,Germany
25,Grand Rapids Griffins,20,2012-13,76,45,31,34,7,AHL
