assists,year,games_played,points,goals,team,age,pim,plus_minus,league
21,1992-93,47,25,4,Chatham Micmacs,16,38,0,ON-Jr.B
7,1993-94,45,9,2,North Bay Centennials,17,33,0,OHL
27,1994-95,67,34,7,2 Teams,18,48,0,OHL
14,1994-95,40,16,2,North Bay Centennials,18,21,0,OHL
13,1994-95,27,18,5,Sarnia Sting,18,27,0,OHL
38,1995-96,64,59,21,Sarnia Sting,19,45,0,OHL
60,1996-97,64,78,18,Sarnia Sting,20,39,0,OHL
1,1996-97,4,1,0,Fredericton Canadiens,20,0,0,AHL
30,1997-98,73,39,9,Philadelphia Phantoms,21,46,-4,AHL
18,1998-99,70,23,5,Philadelphia Phantoms,22,51,1,AHL
14,1999-00,39,26,12,Philadelphia Phantoms,23,31,-1,AHL
2,2003-04,8,2,0,Rochester Americans,27,2,-3,AHL
16,2004-05,50,23,7,Adler Mannheim,28,59,0,Germany
55,2005-06,66,72,17,Syracuse Crunch,29,46,4,AHL
23,2006-07,75,40,17,2 Teams,30,32,-3,AHL
12,2006-07,47,24,12,Springfield Falcons,30,22,-13,AHL
11,2006-07,28,16,5,Chicago Wolves,30,10,10,AHL
25,2007-08,51,35,10,Hamburg Freezers,31,90,0,Germany
22,2008-09,52,31,9,Hamburg Freezers,32,70,0,Germany
18,2009-10,63,24,6,2 Teams,33,36,5,AHL
15,2009-10,54,20,5,Grand Rapids Griffins,33,32,4,AHL
3,2009-10,9,4,1,Abbotsford Heat,33,4,1,AHL
6,2010-11,24,11,5,Lorenskog IK,34,20,0,Norway
1,2011-12,12,2,1,Medvescak Zagreb,35,14,0,Austria
16,2011-12,23,23,7,SV Renon,35,16,0,Italy
