assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1937-38,22,3,2,Winnipeg Rangers,16,63,0,MJHL
7,1938-39,18,13,6,St. James Canadians,17,66,0,MJHL
6,1939-40,19,9,3,Winnipeg Monarchs,18,24,0,MJHL
7,1940-41,15,9,2,Toronto Marlboros,19,50,0,OHA-Jr.
0,1940-41,1,0,0,Toronto Marlboros,19,2,0,OHA-Sr.
15,1941-42,39,23,8,Providence Reds,20,14,0,AHL
7,1942-43,10,11,4,Toronto RCAF,21,10,0,OHA-Sr.
2,1943-44,10,3,1,Toronto RCAF,22,6,0,OHA-Sr.
16,1945-46,29,20,4,Pittsburgh Hornets,24,16,0,AHL
40,1946-47,64,51,11,Pittsburgh Hornets,25,21,0,AHL
4,1947-48,9,4,0,Pittsburgh Hornets,26,2,0,AHL
34,1951-52,69,48,14,Calgary Stampeders,30,20,0,PCHL
21,1953-54,29,36,15,Oshawa Truckmen,32,20,0,OHA-Int.
