shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
22.8,1981-82,143,9,,0,79,2,18,10,11,MTL,18,19,5,NHL,0,,71,29,[],0
20.5,1982-83,73,8,,0,39,0,7,5,8,MTL,8,20,2,NHL,0,,31,16,[],1
25.0,1983-84,42,4,,0,24,0,5,-2,4,MTL,6,21,0,NHL,0,,22,10,[],1
19.4,1984-85,123,11,,0,108,1,15,-13,12,MTL,21,22,3,NHL,0,,72,33,[],6
21.6,1985-86,171,23,,0,204,7,31,15,30,STL,44,23,3,NHL,2,,78,74,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-6'}]",11
20.2,1986-87,167,19,,0,178,14,24,-19,33,STL,36,24,4,NHL,0,,74,69,[],12
19.5,1987-88,136,18,,0,164,13,18,-6,31,STL,32,25,0,NHL,0,,66,63,[],14
19.0,1988-89,194,4,,0,116,4,10,4,8,CGY,22,26,2,NHL,0,,66,30,[],12
13.3,1989-90,39,2,,0,15,1,0,0,3,CGY,2,27,0,NHL,0,,10,5,[],2
12.7,1990-91,165,11,,0,110,7,7,2,18,TOT,14,28,0,NHL,0,,68,32,[],7
11.1,1990-91,125,9,,0,90,6,4,-1,15,CGY,10,28,0,NHL,0,,57,25,[],6
20.0,1990-91,40,2,,0,20,1,3,3,3,HAR,4,28,0,NHL,0,,11,7,[],1
10.9,1991-92,159,11,,0,92,2,5,-8,13,HAR,10,29,0,NHL,0,,63,23,[],5
0.0,1992-93,14,0,,0,5,0,0,1,0,WSH,0,30,0,NHL,0,,7,0,[],0
