pim,team,assists,plus_minus,points,league,games_played,year,age,goals
16,Moncton Wildcats,1,-7,2,QMJHL,12,2004-05,18,1
22,Moncton Wildcats,9,22,10,QMJHL,21,2005-06,19,1
4,Moncton Wildcats,0,0,0,M-Cup,5,2005-06,19,0
24,Cape Breton Screaming Eagles,9,-1,12,QMJHL,16,2006-07,20,3
4,Philadelphia Phantoms,0,1,0,AHL,4,2008-09,22,0
4,HK Donbass Donetsk,0,0,0,KHL,4,2012-13,26,0
