age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,0,-2,NHL,3,0,1986-87,0,2,0,,0,10,,CHI,0
21,,0.0,0,0,1,NHL,5,0,1987-88,0,7,0,,0,27,,CHI,0
22,,0.0,0,8,-2,NHL,16,0,1988-89,0,39,0,,0,0,,CHI,8
23,,5.6,1,4,-5,NHL,20,0,1989-90,0,36,2,,1,46,,CHI,6
24,,0.0,0,1,2,NHL,6,0,1990-91,0,11,0,,0,36,,CHI,1
25,,6.4,2,9,-2,NHL,16,0,1991-92,0,47,3,,1,44,,EDM,12
29,,16.7,2,1,3,NHL,6,0,1995-96,1,12,2,,0,30,,WIN,3
30,,0.0,0,0,6,NHL,5,0,1996-97,0,10,0,,0,17,,MTL,0
31,,0.0,0,1,0,NHL,10,0,1997-98,0,25,0,,0,14,,MTL,1
33,,0.0,0,0,2,NHL,0,0,1999-00,0,19,0,12:46,0,33,294,DAL,0
34,,0,0,0,0,NHL,2,0,2000-01,0,0,0,5:11,0,2,10,TOR,0
