average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
12:34,6,0,0,0,1,NHL,21,0,0,0,-2,2,0,0,0,0,0,0,1,2014-15,PHI,0,0,0,3,0.0,25,2,[]
20:05,341,46,5,0,59,NHL,22,15,1,24,8,152,100.0,9,0,8,0,14,28,2015-16,PHI,17,27,29,51,11.2,1286,64,"[{'link': '/awards/voting-2016.html#AS', 'name': 'AS-16'}, {'link': '/awards/voting-2016.html#byng', 'name': 'Byng-70'}, {'link': '/awards/voting-2016.html#calder', 'name': 'Calder-2'}, {'link': '/awards/voting-2016.html#norris', 'name': 'Norris-17'}]"
19:36,430,39,1,0,94,NHL,23,11,0,32,-21,198,0,5,0,2,0,21,18,2016-17,PHI,7,43,32,70,3.5,1489,76,[]
