shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1994-95,4,1,,0,4,0,0,0,1,TOR,0,22,0,NHL,0,,8,1,[],0
9.6,1995-96,80,9,,0,73,1,7,-8,10,TOT,7,23,1,NHL,0,,62,17,[],0
14.0,1995-96,47,5,,0,43,1,6,-2,6,TOR,6,23,0,NHL,0,,46,12,[],0
3.3,1995-96,33,4,,0,30,0,1,-6,4,NYI,1,23,1,NHL,0,,16,5,[],0
10.5,1996-97,47,5,,0,105,1,10,-20,6,TOR,11,24,0,NHL,1,,64,17,[],0
7.0,1997-98,67,4,,0,115,0,8,-20,4,TOR,8,25,0,NHL,0,,80,12,[],0
5.7,1998-99,52,5,825,0,70,0,3,-19,5,TOT,4,26,0,NHL,0,13:18,62,9,[],1
5.9,1998-99,30,3,359,0,34,0,2,-4,3,TOR,2,26,0,NHL,0,10:16,35,5,[],0
5.6,1998-99,22,2,466,0,36,0,1,-15,2,VAN,2,26,0,NHL,0,17:15,27,4,[],1
12.8,1999-00,14,4,461,0,39,0,4,-3,4,VAN,5,27,1,NHL,1,11:32,40,9,[],0
15.8,2000-01,36,7,1140,2,114,2,14,1,11,MIN,18,28,1,NHL,1,15:50,72,29,[],3
11.4,2001-02,50,8,1137,1,79,6,5,-22,15,MIN,9,29,1,NHL,2,16:43,68,24,[],2
2.9,2002-03,8,3,427,0,34,2,1,-3,5,MIN,1,30,0,NHL,0,15:16,28,6,[],0
5.7,2003-04,12,3,456,0,35,0,2,-15,3,TOT,2,31,0,NHL,0,13:24,34,5,[],0
7.1,2003-04,6,0,199,0,14,0,1,-7,0,MIN,1,31,0,NHL,0,14:12,14,1,[],0
4.8,2003-04,6,3,257,0,21,0,1,-8,3,COL,1,31,0,NHL,0,12:51,20,4,[],0
