goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1949-50,11,122,0,0,0,0,0,0,Montreal Jr. Canadiens,0,0,0,5.41,16,M-Cup,0,0,2,0,0,2
0,0,0,1950-51,31,564,0,0,0,0,0,0,Montreal Jr. Canadiens,0,0,0,3.30,17,QJHL,0,0,9,0,4,5
0,0,0,1951-52,19,669,0,0,0,0,0,0,Montreal Jr. Canadiens,0,0,0,1.70,18,QJHL,0,0,11,0,9,2
0,0,0,1951-52,32,480,0,0,0,0,0,0,Montreal Jr. Canadiens,1,0,0,4.00,18,M-Cup,0,0,8,0,4,4
0,0,0,1952-53,18,560,0,0,0,0,0,0,Montreal Jr. Canadiens,0,0,0,1.93,19,QJHL,0,0,7,0,0,0
0,0,0,1953-54,19,660,0,0,0,0,0,0,Cincinnati Mohawks,2,0,0,1.73,20,IHL,0,0,11,0,8,3
0,0,0,1957-58,25,380,0,0,0,0,0,0,Montreal Royals,1,0,0,3.95,24,QHL,0,0,7,0,2,4
0,0,0,1958-59,4,120,0,0,0,0,0,0,Montreal Royals,0,0,0,2.00,25,QHL,0,0,2,0,2,0
0,0,0,1959-60,24,430,0,0,0,0,0,0,Hull-Ottawa Canadiens,0,0,0,3.35,26,EPHL,0,0,7,0,3,4
0,0,0,1968-69,12,497,0,0,0,0,0,0,Vancouver Canucks,1,0,0,1.45,35,WHL,0,0,8,0,8,0
