game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,44,4,1926-27,0,0,4,0,,NHL,0,0,29,108,[],8,0,,MTM
0,0,0,0,42,6,1927-28,0,0,7,0,,NHL,0,0,30,94,[],13,0,,MTM
0,0,0,0,0,3,1928-29,0,0,1,0,,NHL,0,0,31,0,[],4,0,,MTM
0,0,0,0,43,13,1929-30,0,0,3,0,,NHL,0,0,32,98,[],16,0,,MTM
0,0,0,0,0,11,1930-31,0,0,1,0,,NHL,0,0,33,71,[],12,0,,NYA
0,0,0,0,47,5,1931-32,0,0,3,0,,NHL,0,0,34,0,[],8,0,,NYA
0,0,0,0,43,2,1932-33,0,0,0,0,,NHL,0,0,35,74,[],2,0,,NYA
0,0,0,0,0,8,1933-34,0,0,2,0,,NHL,0,0,36,65,[],10,0,,NYA
0,0,0,0,48,7,1934-35,0,0,3,0,,NHL,0,0,37,46,[],10,0,,NYA
0,0,0,0,46,8,1935-36,0,0,5,0,,NHL,0,0,38,69,"[{'link': '/awards/voting-1936.html#hart', 'name': 'Hart-5'}]",13,0,,NYA
