year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1991-92,16,0,34,0,0,OHL,10,Peterborough Petes,0
1992-93,17,14,42,15,0,OHL,21,Peterborough Petes,29
1992-93,17,4,29,1,0,M-Cup,5,Peterborough Petes,5
1993-94,18,1,15,1,0,OHL,4,Windsor Spitfires,2
1994-95,19,9,16,6,0,OHL,10,Windsor Spitfires,15
1996-97,21,6,87,3,0,IHL,13,Cleveland Lumberjacks,9
1997-98,22,2,10,0,0,AHL,5,Syracuse Crunch,2
1999-00,24,0,8,1,0,AHL,3,Saint John Flames,1
2000-01,25,3,43,6,0,AHL,19,Saint John Flames,9
2001-02,26,3,20,0,0,AHL,20,Bridgeport Sound Tigers,3
2003-04,28,0,0,0,-2,AHL,3,Toronto Roadrunners,0
