league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,36,0,22,15,3,0,,VAN,[],6.7,1,2,-12,1,0,1997-98,,0,106,0,2
NHL,48,0,23,18,4,0,444,TOT,[],5.6,1,3,-3,1,0,1998-99,9:16,0,102,0,3
NHL,28,0,23,6,2,0,165,VAN,[],16.7,1,1,-7,1,0,1998-99,5:53,0,63,0,1
NHL,20,0,23,12,2,0,280,TOR,[],0.0,0,2,4,0,0,1998-99,13:59,0,39,0,2
NHL,36,0,24,12,3,0,433,TOR,[],0.0,0,3,-4,0,0,1999-00,12:02,0,68,0,3
NHL,60,0,25,33,4,0,696,PHI,[],6.1,2,2,1,2,0,2000-01,11:36,0,124,0,2
NHL,42,0,26,26,5,0,386,PHI,[],0.0,0,5,-7,0,0,2001-02,9:12,0,113,0,5
NHL,33,0,27,13,1,0,294,TOT,[],0.0,0,1,4,0,0,2002-03,8:54,0,47,0,1
NHL,19,0,27,9,0,0,181,PHI,[],0.0,0,0,-2,0,0,2002-03,9:32,0,21,0,0
NHL,14,0,27,4,1,0,113,COL,[],0.0,0,1,6,0,0,2002-03,8:02,0,26,0,1
NHL,46,0,28,19,1,0,343,TOT,[],0.0,0,1,-6,0,0,2003-04,7:28,0,74,0,1
NHL,34,0,28,11,0,0,189,COL,[],0.0,0,0,-2,0,0,2003-04,5:34,0,62,0,0
NHL,12,0,28,8,1,0,154,NYR,[],0.0,0,1,-4,0,0,2003-04,12:49,0,12,0,1
