assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Camrose Kodiaks,0,2004-05,4,0,0,17,0,AJHL
23,2 Teams,7,2005-06,57,30,46,18,0,AJHL
8,Camrose Kodiaks,5,2005-06,29,13,27,18,0,AJHL
15,Sherwood Park Crusaders,2,2005-06,28,17,19,18,0,AJHL
23,Chilliwack Bruins,8,2006-07,67,31,62,19,-8,WHL
38,Chilliwack Bruins,22,2007-08,70,60,54,20,5,WHL
0,Syracuse Crunch,0,2007-08,1,0,2,20,1,AHL
18,Syracuse Crunch,4,2008-09,61,22,46,21,-11,AHL
17,Syracuse Crunch,6,2009-10,68,23,52,22,-9,AHL
21,Springfield Falcons,4,2010-11,67,25,63,23,2,AHL
6,Springfield Falcons,3,2011-12,25,9,14,24,-2,AHL
30,Springfield Falcons,9,2012-13,73,39,58,25,24,AHL
