age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,0,0,5,0,NHL,0,0,1943-44,0,0,0,,0,10,,MTL,17
23,,0,0,2,0,NHL,6,0,1944-45,0,0,6,,0,10,,MTL,8
24,SC,0,0,4,0,NHL,9,0,1945-46,0,0,0,,0,15,,MTL,11
25,,0,0,5,0,NHL,10,0,1946-47,0,0,0,,0,0,,MTL,0
27,,0,0,1,0,NHL,7,0,1948-49,0,0,2,,0,14,,MTL,3
28,,0,0,1,0,NHL,5,0,1949-50,0,0,1,,0,6,,MTL,2
29,,0,0,4,0,NHL,0,0,1950-51,0,0,0,,0,13,,MTL,0
30,,0,0,2,0,NHL,0,0,1951-52,0,0,4,,0,6,,MTL,6
31,SC,0,0,1,0,NHL,0,0,1952-53,0,0,7,,0,2,,MTL,8
32,,0,0,0,0,NHL,11,0,1953-54,0,0,3,,0,22,,MTL,3
34,SC,0,0,9,0,NHL,0,0,1955-56,0,0,5,,0,0,,MTL,14
35,SC,0,0,3,0,NHL,0,0,1956-57,0,0,8,,0,8,,MTL,11
36,SC,0,0,4,0,NHL,10,0,1957-58,0,0,0,,0,10,,MTL,15
37,SC,0,0,0,0,NHL,4,0,1958-59,0,0,0,,0,2,,MTL,0
38,SC,5.6,0,3,2,NHL,8,0,1959-60,0,18,1,,0,2,,MTL,4
