league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,16,0,21,0,11,0,,MTL,[],0,0,6,0,5,0,1942-43,,0,4,0,0
NHL,46,0,22,0,54,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1944', 'name': None}]",0,0,22,0,32,0,1943-44,,0,45,0,0
NHL,0,0,23,0,73,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1945', 'name': None}, {'link': '/awards/voting-1945.html#hart', 'name': 'Hart-2'}]",0,0,23,0,0,0,1944-45,,0,46,0,0
NHL,0,0,24,0,48,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1946', 'name': None}]",0,0,21,0,27,0,1945-46,,0,50,0,0
NHL,60,0,25,0,71,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1947', 'name': None}, {'link': '/awards/hart.html#1947', 'name': None}]",0,0,26,0,0,0,1946-47,,0,69,0,0
NHL,53,0,26,0,53,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1948', 'name': None}]",0,0,25,0,28,0,1947-48,,0,89,0,0
NHL,59,0,27,0,38,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1949', 'name': None}]",0,0,18,0,20,0,1948-49,,0,110,0,0
NHL,70,0,28,0,65,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1950', 'name': None}, {'link': '/awards/voting-1950.html#hart', 'name': 'Hart-3'}]",0,0,22,0,0,0,1949-50,,0,114,0,0
NHL,65,0,29,0,66,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1951', 'name': None}, {'link': '/awards/voting-1951.html#hart', 'name': 'Hart-2'}]",0,0,24,0,42,0,1950-51,,0,97,0,0
NHL,48,0,30,0,44,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1952', 'name': None}]",0,0,17,0,27,0,1951-52,,0,44,0,0
NHL,0,0,31,0,61,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1953', 'name': None}]",0,0,33,0,28,0,1952-53,,0,0,0,0
NHL,70,0,32,0,67,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1954', 'name': None}, {'link': '/awards/voting-1954.html#hart', 'name': 'Hart-3'}]",0,0,30,0,0,0,1953-54,,0,112,0,0
NHL,67,0,33,0,74,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1955', 'name': None}, {'link': '/awards/voting-1955.html#hart', 'name': 'Hart-3'}]",0,0,36,0,0,0,1954-55,,0,125,0,0
NHL,70,0,34,0,71,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1956', 'name': None}, {'link': '/awards/voting-1956.html#hart', 'name': 'Hart-8'}]",0,0,33,0,38,0,1955-56,,0,89,0,0
NHL,63,0,35,0,62,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1957', 'name': None}]",0,0,29,0,33,0,1956-57,,0,74,0,0
NHL,28,0,36,0,34,0,,MTL,[],0,0,19,0,15,0,1957-58,,0,28,0,0
NHL,42,0,37,0,38,0,,MTL,[],0,0,21,0,17,0,1958-59,,0,27,0,0
NHL,51,0,38,0,35,0,,MTL,[],0,0,16,0,19,0,1959-60,,0,50,0,0
