age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,0,0,NHL,5,0,1979-80,0,3,0,,0,2,,MTL,0
22,,0,0,0,-1,NHL,2,0,1980-81,0,0,0,,0,0,,MTL,0
23,,20.0,1,1,1,NHL,5,0,1981-82,0,5,1,,0,22,,MTL,2
24,,0.0,0,0,-1,NHL,3,0,1982-83,0,2,0,,0,5,,MTL,0
25,,7.7,1,0,3,NHL,15,0,1983-84,0,13,1,,0,0,,MTL,1
26,,12.5,1,1,-3,NHL,12,0,1984-85,1,16,2,,1,81,,MTL,3
27,SC,3.1,0,2,6,NHL,18,0,1985-86,0,32,1,,1,0,,MTL,3
28,,10.7,3,0,-4,NHL,17,0,1986-87,0,28,3,,0,75,,MTL,3
30,,0.0,0,1,-2,NHL,4,0,1988-89,0,8,0,,0,38,,NYR,1
31,,0.0,0,1,1,NHL,4,0,1989-90,0,5,0,,0,19,,NYR,1
32,,0.0,0,2,-2,NHL,19,0,1990-91,0,10,0,,0,62,,BOS,2
33,,0.0,0,1,-2,NHL,7,0,1991-92,0,4,0,,0,15,,MTL,1
