assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,1938-39,14,10,5,Miami Clippers,18,23,0,TrHL
11,1940-41,56,23,12,Baltimore Orioles,20,130,0,EAHL
13,1941-42,50,21,8,Springfield Indians,21,106,0,AHL
7,1942-43,19,9,2,Buffalo Bisons,22,46,0,AHL
20,1942-43,29,35,15,Coast Guard Clippers,22,48,0,EAHL
9,1943-44,23,14,5,Buffalo Bisons,23,75,0,AHL
11,1945-46,30,22,11,St. Paul Saints,25,62,0,USHL
18,1946-47,58,30,12,St. Paul Saints,26,154,0,USHL
34,1947-48,59,44,10,St. Paul Saints,27,101,0,USHL
29,1948-49,63,44,15,St. Paul Saints,28,134,0,USHL
17,1949-50,52,23,6,St. Paul Saints,29,116,0,USHL
16,1951-52,37,19,3,Springfield Indians,31,58,0,EAHL
