league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,73,1,21,133,44,5,,WIN,[],11.3,11,29,16,15,0,1981-82,,4,42,0,24
NHL,75,3,22,156,59,5,,WIN,[],16.7,21,33,-6,26,0,1982-83,,5,60,0,28
NHL,78,2,23,181,65,13,,WIN,"[{'link': '/awards/voting-1984.html#selke', 'name': 'Selke-28'}]",11.0,12,45,-5,20,3,1983-84,,5,69,0,32
NHL,79,4,24,238,84,14,,WIN,"[{'link': '/awards/voting-1985.html#selke', 'name': 'Selke-22'}]",12.6,21,54,-1,30,2,1984-85,,7,80,2,38
NHL,78,1,25,195,64,14,,WIN,[],8.7,12,47,-29,17,3,1985-86,,2,76,1,32
NHL,75,1,26,143,50,10,,WIN,[],11.9,11,33,7,17,3,1986-87,,3,59,1,22
NHL,76,1,27,167,54,8,,WIN,"[{'link': '/awards/voting-1988.html#selke', 'name': 'Selke-24'}]",9.6,12,38,-11,16,1,1987-88,,3,53,0,30
NHL,0,2,28,173,88,18,,WIN,"[{'link': '/awards/voting-1989.html#byng', 'name': 'Byng-21'}, {'link': '/awards/voting-1989.html#selke', 'name': 'Selke-8'}]",15.6,17,61,14,27,1,1988-89,,9,80,4,39
NHL,53,3,29,129,66,20,,WIN,"[{'link': '/awards/voting-1990.html#byng', 'name': 'Byng-18'}, {'link': '/awards/voting-1990.html#selke', 'name': 'Selke-14'}]",14.0,13,48,2,18,0,1989-90,,5,35,1,27
NHL,58,3,30,125,67,19,,WIN,[],15.2,12,48,-3,19,0,1990-91,,7,49,1,28
NHL,38,0,31,75,38,7,,WIN,[],17.3,3,25,5,13,0,1991-92,,10,29,0,18
NHL,80,6,32,150,72,25,,WIN,[],14.7,16,50,-8,22,0,1992-93,,6,75,0,25
NHL,76,1,33,137,51,12,,WIN,[],13.9,13,32,-38,19,0,1993-94,,6,32,2,18
NHL,31,0,34,32,15,2,,WIN,[],15.6,3,10,-13,5,0,1994-95,,2,14,0,8
