year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1938-39,20,2,37,8,0,IAHL,40,Pittsburgh Hornets,10
1939-40,21,6,70,6,0,IAHL,56,Indianapolis Capitols,12
1940-41,22,4,78,5,0,AHL,54,Indianapolis Capitols,9
1941-42,23,9,49,9,0,AHL,32,2 Teams,18
1941-42,23,4,27,1,0,AHL,13,Indianapolis Capitols,5
1941-42,23,5,22,8,0,AHL,19,Providence Reds,13
1942-43,24,4,79,11,0,AHL,39,Providence Reds,15
1943-44,25,0,6,3,0,OHA-Sr.,5,2 Teams,3
1943-44,25,0,0,0,0,OHA-Sr.,1,Toronto Army Daggers,0
1943-44,25,0,6,3,0,OHA-Sr.,4,Kingston Army,3
1946-47,28,7,127,4,0,USHL,58,Tulsa Oilers,11
1947-48,29,3,47,6,0,USHL,65,Tulsa Oilers,9
1948-49,30,1,76,5,0,AHL,65,Hershey Bears,6
1949-50,31,0,60,6,0,AHL,66,Hershey Bears,6
1950-51,32,0,72,10,0,USHL,57,Tulsa Oilers,10
1951-52,33,1,140,3,0,PCHL,70,Tacoma Rockets,4
1952-53,34,7,105,14,0,WHL,69,Tacoma Rockets,21
1953-54,35,1,34,1,0,WHL,26,Seattle Bombers,2
1953-54,35,0,10,0,0,WIHL,7,Nelson Maple Leafs,0
1954-55,36,0,4,3,0,QHL,19,Valleyfield Braves,3
