pim,team,assists,plus_minus,points,league,games_played,year,age,goals
21,Kamloops Blazers,2,0,2,WHL,12,1991-92,19,0
2,Kamloops Blazers,0,0,0,M-Cup,2,1991-92,19,0
24,Kamloops Blazers,2,0,2,WHL,13,1992-93,20,0
48,Kamloops Blazers,11,0,16,WHL,19,1993-94,21,5
10,Kamloops Blazers,3,0,3,M-Cup,3,1993-94,21,0
59,Hamilton Bulldogs,7,0,12,AHL,21,1996-97,24,5
16,Hamilton Bulldogs,3,0,3,AHL,9,1997-98,25,0
4,Cincinnati Mighty Ducks,0,0,0,AHL,3,1998-99,26,0
21,Houston Aeros,2,0,2,AHL,8,2005-06,33,0
6,Worcester Sharks,0,-6,0,AHL,6,2006-07,34,0
2,ERC Ingolstadt,0,0,0,Germany,3,2007-08,35,0
