assists,year,games_played,points,goals,team,age,pim,plus_minus,league
31,2006-07,42,39,8,Laval-Bourassa,15,36,0,QAAA
13,2007-08,64,14,1,Saint John Sea Dogs,16,30,18,QMJHL
30,2008-09,66,32,2,Saint John Sea Dogs,17,74,16,QMJHL
2,2008-09,6,2,0,Canada,17,8,5,WJ18-A
38,2009-10,63,47,9,Saint John Sea Dogs,18,87,26,QMJHL
28,2010-11,47,41,13,Saint John Sea Dogs,19,54,29,QMJHL
3,2010-11,7,3,0,Canada,19,0,7,WJC-A
10,2011-12,44,15,5,Wilkes-Barre Penguins,20,45,-5,AHL
3,2012-13,27,7,4,Wilkes-Barre Penguins,21,28,-5,AHL
16,2013-14,36,22,6,Wilkes-Barre Scranton Penguins,22,39,19,AHL
1,2015-16,4,2,1,San Diego Gulls,24,6,-4,AHL
