shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,goalie_point_share,pim,awards,shutouts,points,bad_start,team
310,0,2,278,560,15,0,1985-86,0,2,3.43,NHL,0,32,0,0,4,0,.897,24,2.1,22,[],0,0,0,CGY
14,0,0,14,19,1,0,1988-89,0,0,0.00,NHL,0,0,0,0,0,0,1.000,27,0.2,0,[],0,0,0,PHI
