assists,team,goals,year,games_played,points,pim,age,plus_minus,league
10,Henry Carr Crusaders,14,1985-86,23,24,30,16,0,ON-Jr.B
8,St. Michael\'s Buzzers,22,1986-87,22,30,97,17,0,ON-Jr.B
10,Michigan State Spartans,17,1987-88,43,27,129,18,0,CCHA
5,Hershey Bears,13,1988-89,34,18,64,19,0,AHL
6,Canada,5,1989-90,21,11,50,20,0,Nat-Tm
2,Hershey Bears,0,1989-90,6,2,2,20,0,AHL
0,Cape Breton Oilers,1,1990-91,4,1,2,21,0,AHL
4,Fort Wayne Komets,3,1990-91,11,7,10,21,0,IHL
4,Springfield Indians,1,1991-92,17,5,27,22,0,AHL
0,Kalamazoo Wings,1,1991-92,6,1,63,22,0,IHL
