goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1950-51,15,420,0,0,0,0,0,0,Weston Dukes,1,0,0,2.14,17,ON-Jr.B,0,0,7,0,7,0
0,0,0,1950-51,39,720,0,0,0,0,0,0,Toronto Marlboros,1,0,0,3.25,17,OHA-Jr.,0,0,12,0,0,0
0,0,0,1951-52,39,960,0,0,0,0,0,0,Toronto Marlboros,1,0,0,2.44,18,OHA-Jr.,0,0,16,0,0,0
0,0,0,1952-53,128,3000,6,0,0,0,0,0,Toronto Marlboros,3,0,0,2.56,19,OHA-Jr.,0,0,50,0,28,16
0,0,0,1952-53,1,60,0,0,0,0,0,0,Pittsburgh Hornets,0,0,0,1.00,19,AHL,0,0,1,0,0,1
0,0,0,1953-54,93,1357,3,0,0,0,0,0,Springfield Indians,0,0,0,4.11,20,QHL,0,0,22,0,8,11
0,0,0,1953-54,141,1260,1,0,0,0,0,0,Syracuse Warriors,0,0,0,6.71,20,AHL,0,0,21,0,3,17
0,0,0,1954-55,46,900,3,0,0,0,0,0,Hershey Bears,0,0,0,3.07,21,AHL,0,0,15,0,7,5
0,0,0,1955-56,175,2400,4,0,0,0,0,0,Hershey Bears,0,0,0,4.37,22,AHL,0,0,42,0,12,26
0,0,0,1955-56,76,1380,0,0,0,0,0,0,Whitby Dunlops,1,0,0,3.30,22,EOHL,0,0,23,0,0,0
0,0,0,1956-57,38,960,0,0,0,0,0,0,Whitby Dunlops,2,0,0,2.37,23,EOHL,0,0,16,0,0,0
0,0,0,1957-58,76,1380,3,0,0,0,0,0,2 Teams,1,0,0,3.30,24,EOHL,0,0,23,0,18,2
0,0,0,1957-58,70,1320,3,0,0,0,0,0,Whitby Dunlops,1,0,0,3.18,24,EOHL,0,0,22,0,18,1
0,0,0,1957-58,6,60,0,0,0,0,0,0,Hull-Ottawa Canadiens,0,0,0,6.00,24,EOHL,0,0,1,0,0,1
0,0,0,1958-59,145,3000,8,0,0,0,0,0,Whitby Dunlops,2,0,0,2.90,25,EOHL,0,0,50,0,33,9
0,0,0,1959-60,191,3180,0,0,0,0,0,0,Whitby Dunlops,3,0,0,3.60,26,OHA-Sr.,0,0,53,0,34,19
0,0,0,1959-60,3,60,0,0,0,0,0,0,Cleveland Barons,0,0,0,3.00,26,AHL,0,0,1,0,1,0
0,0,0,1960-61,145,2340,7,0,0,0,0,0,Kingston Frontenacs,1,0,0,3.72,27,EPHL,0,0,39,0,15,17
0,0,0,1965-66,7,120,0,0,0,0,0,0,Oklahoma City Blazers,0,0,0,3.50,32,CPHL,0,0,2,0,1,1
0,0,0,1965-66,91,1457,1,0,0,0,0,0,2 Teams,1,0,0,3.75,32,WHL,0,0,24,0,11,12
0,0,0,1965-66,40,613,1,0,0,0,0,0,San Francisco Seals,0,0,0,3.92,32,WHL,0,0,10,0,3,6
0,0,0,1965-66,51,844,0,0,0,0,0,0,Victoria Maple Leafs,1,0,0,3.63,32,WHL,0,0,14,0,8,6
0,0,0,1966-67,9,180,0,0,0,0,0,0,California Golden Seals,0,0,0,3.00,33,WHL,0,0,3,0,2,1
0,0,0,1966-67,46,866,0,0,0,0,0,0,Hershey Bears,3,0,0,3.19,33,AHL,0,0,16,0,9,5
0,0,0,1967-68,112,1756,3,0,0,0,0,0,Hershey Bears,0,0,0,3.83,34,AHL,0,0,32,0,11,13
0,0,0,1968-69,109,2252,3,0,0,0,0,0,Hershey Bears,2,0,0,2.90,35,AHL,0,0,41,0,23,14
0,0,0,1969-70,24,306,0,0,0,0,0,0,Hershey Bears,0,0,0,4.71,36,AHL,0,0,6,0,1,4
