goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1951-52,26,360,0,0,0,0,0,0,Toronto Marlboros,0,0,0,4.33,18,OHA-Jr.,0,0,6,0,2,4
0,0,0,1952-53,23,420,0,0,0,0,0,0,Toronto Marlboros,0,0,0,3.29,19,OHA-Jr.,0,0,7,0,0,0
0,0,0,1956-57,17,480,0,0,0,0,0,0,Whitby Dunlops,1,0,0,2.12,23,EOHL,0,0,8,0,0,0
0,0,0,1956-57,64,1090,0,0,0,0,0,0,Whitby Dunlops,0,0,0,3.52,23,Al-Cup,0,0,18,0,12,6
0,0,0,1958-59,24,600,0,0,0,0,0,0,Whitby Dunlops,2,0,0,2.40,25,EOHL,0,0,10,0,8,2
0,0,0,1958-59,27,720,0,0,0,0,0,0,Whitby Dunlops,0,0,0,2.25,25,Al-Cup,0,0,12,0,10,2
0,0,0,1959-60,47,670,0,0,0,0,0,0,Whitby Dunlops,0,0,0,4.21,26,OHA-Sr.,0,0,11,0,3,8
0,0,0,1960-61,14,303,0,0,0,0,0,0,Kingston Frontenacs,0,0,0,2.77,27,EPHL,0,0,5,0,1,4
0,0,0,1965-66,42,890,0,0,0,0,0,0,Victoria Maple Leafs,0,0,0,2.83,32,WHL,0,0,14,0,8,6
0,0,0,1966-67,15,300,0,0,0,0,0,0,Hershey Bears,0,0,0,3.00,33,AHL,0,0,5,0,1,4
0,0,0,1968-69,32,660,0,0,0,0,0,0,Hershey Bears,2,0,0,2.91,35,AHL,0,0,11,0,8,3
