year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,17,0,0,1,0,Fin-U18,3,Karpat Oulu U18,1
2000-01,18,1,0,1,0,Fin-Jr.,6,Karpat Oulu Jr.,2
2001-02,19,2,2,0,0,Fin-Jr.,3,Karpat Oulu Jr.,2
2001-02,19,0,0,0,0,Finland,1,Karpat Oulu,0
2002-03,20,2,4,0,0,Finland-2,3,Hokki Kajaani,2
2003-04,21,1,4,1,0,Finland,15,Karpat Oulu,2
2004-05,22,2,0,0,0,Finland,12,Karpat Oulu,2
2005-06,23,4,8,0,0,Finland,11,Karpat Oulu,4
2006-07,24,4,10,3,0,Finland,9,Karpat Oulu,7
2007-08,25,7,10,9,0,Finland,14,Karpat Oulu,16
2008-09,26,1,0,5,0,AHL,5,Wilkes-Barre Penguins,6
2009-10,27,1,4,0,0,KHL,8,Ak Bars Kazan,1
2010-11,28,3,4,1,0,KHL,8,Ak Bars Kazan,4
2011-12,29,0,0,1,0,Finland,4,HIFK Helsinki,1
2012-13,30,4,28,8,0,KHL,18,Ak Bars Kazan,12
