pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Russia U17,1,0,1,WHC-17,5,2011-12,16,0
55,Almaz Cherepovets,29,15,44,MHL,45,2011-12,16,15
2,Russia U18,6,4,11,WJC-18,7,2012-13,17,5
0,Russia U18,1,0,2,Hlinka Memor,4,2012-13,17,1
36,Almaz Cherepovets,15,-2,23,MHL,24,2012-13,17,8
0,Severstal Cherepovets,1,-2,2,KHL,12,2012-13,17,1
9,Severstal Cherepovets,1,-1,2,Nadezhda Cup,6,2013-14,18,1
12,Severstal Cherepovets,11,-1,18,KHL,40,2013-14,18,7
18,Russia U20,5,3,7,WJC-20,7,2013-14,18,2
2,Almaz Cherepovets,2,4,2,MHL,2,2013-14,18,0
0,Russia (all),0,0,0,Internationa,2,2014-15,19,0
0,Russia,0,0,0,EHT,2,2014-15,19,0
0,Almaz Cherepovets,0,0,0,MHL,0,2014-15,19,0
16,Severstal Cherepovets,17,8,30,KHL,48,2014-15,19,13
18,Russia U20 (all),10,0,14,Internationa,14,2014-15,19,4
2,Russia U20,5,-1,6,WJC-20,7,2014-15,19,1
20,Severstal Cherepovets,17,-6,29,KHL,40,2015-16,20,12
2,Russia (all),0,-1,0,Internationa,2,2015-16,20,0
2,Russia,0,-1,0,EHT,2,2015-16,20,0
4,SKA St. Petersburg,4,0,8,KHL,18,2015-16,20,4
0,Hartford Wolf Pack,2,2,5,AHL,4,2016-17,21,3
