year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1980-81,16,107,0,94,0,Minor-ON,58,Windsor Legionnaires,201
1981-82,17,16,32,32,0,OHL,67,Kitchener Rangers,48
1982-83,18,60,33,80,0,OHL,70,Kitchener Rangers,140
1983-84,19,40,25,60,0,OHL,39,Kitchener Rangers,100
1991-92,27,17,4,34,0,Alpenliga,18,HC Asiago,51
1991-92,27,16,6,21,0,Italy,18,HC Asiago,37
1996-97,32,12,88,29,0,Alpenliga,30,HC Milano 24,41
1996-97,32,0,6,1,0,EuroHL,4,HC Milano,1
1996-97,32,11,0,16,0,Italy,20,HC Fassa,27
1997-98,33,4,0,8,0,Alpenliga,17,Kapfenberger SV,12
1997-98,33,27,53,47,0,Japan,39,Kokudo Keikado Toyko,74
1998-99,34,21,30,20,0,Japan,23,Kokudo Keikado Toyko,41
1999-00,35,14,0,22,0,Japan,24,Kokudo Keikado Toyko,36
