even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,1,NYR,0,19,22,0,,NHL,0,2,42,2005-06,4,0.0,,0,1,-1
0,0,NYR,0,2,23,0,,NHL,0,4,11,2006-07,2,0.0,,0,0,-1
0,0,NYR,0,2,24,0,7,NHL,0,5,39,2007-08,8,0.0,,0,0,-2
