assists,team,goals,year,games_played,points,pim,age,plus_minus,league
27,Grandview Steelers,23,1997-98,41,50,135,14,0,PIJHL
40,Langley Hornets,14,1998-99,58,54,187,15,0,BCHL
27,Medicine Hat Tigers,19,1999-00,54,46,107,16,-7,WHL
39,Medicine Hat Tigers,19,2000-01,65,58,125,17,-26,WHL
40,Medicine Hat Tigers,30,2001-02,58,70,121,18,5,WHL
3,United States,2,2001-02,7,5,33,18,2,WJC-A
1,Hartford Wolf Pack,1,2001-02,8,2,2,18,-1,AHL
1,Medicine Hat Tigers,1,2002-03,4,2,8,19,-5,WHL
32,Medicine Hat Tigers,25,2003-04,52,57,117,20,2,WHL
6,Hartford Wolf Pack,8,2004-05,73,14,239,21,-4,AHL
1,Hartford Wolf Pack,2,2005-06,7,3,11,22,1,AHL
1,Toronto Marlies,2,2008-09,28,3,34,25,-6,AHL
6,San Antonio Rampage,4,2009-10,53,10,93,26,-11,AHL
8,San Antonio Rampage,9,2010-11,63,17,125,27,-4,AHL
5,Portland Pirates,0,2011-12,43,5,123,28,-3,AHL
1,HC Skoda Plzen,1,2012-13,40,2,130,29,0,CzRep
