giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
12,NHL,55,4,21,6,173,104,19,48,3,672,PIT,20,25.0,[],9.6,9,9,2,10,2,0,2007-08,10,12:13,1,35,0,6
19,NHL,67,3,22,36,287,171,35,47,2,923,PIT,18,53.8,[],8.8,15,20,15,15,42,0,2008-09,10,13:46,0,30,0,18
16,NHL,64,4,23,37,306,175,25,66,0,805,PIT,14,42.2,[],7.4,12,12,10,13,27,0,2009-10,12,12:35,1,31,0,12
20,NHL,80,2,24,33,402,234,45,95,7,1162,PIT,25,45.0,[],9.0,14,24,1,21,27,0,2010-11,23,14:32,7,37,0,17
11,NHL,60,1,25,47,324,195,33,70,3,862,PIT,19,47.2,[],5.6,11,22,10,11,42,0,2011-12,10,14:22,0,29,0,19
9,NHL,46,1,26,16,169,100,11,41,2,573,PIT,9,44.8,[],6.0,5,5,-6,6,13,0,2012-13,9,12:28,1,19,0,3
14,NHL,67,1,27,79,270,143,17,54,1,852,SJS,36,41.9,[],2.8,4,13,-10,4,57,0,2013-14,11,12:43,0,34,0,12
6,NHL,38,2,28,15,141,79,14,49,0,424,TOT,20,46.4,[],7.6,6,8,-2,6,13,0,2014-15,8,11:10,0,10,0,8
3,NHL,25,2,28,10,95,48,9,37,0,276,SJS,13,44.4,[],8.3,4,5,1,4,8,0,2014-15,5,11:03,0,8,0,5
3,NHL,13,0,28,5,46,31,5,12,0,148,NYI,7,50.0,[],6.5,2,3,-3,2,5,0,2014-15,3,11:23,0,2,0,3
12,NHL,50,0,29,35,125,72,16,35,5,671,NJD,16,39.7,[],4.2,2,13,-14,3,23,0,2015-16,9,13:26,1,14,0,8
