age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,35.7,5,7,12,NHL,9,0,1980-81,0,14,5,,0,4,,EDM,12
21,,20.0,2,5,2,NHL,5,0,1981-82,0,10,2,,0,10,,EDM,7
22,,25.8,4,15,16,NHL,16,2,1982-83,0,31,8,,2,8,,EDM,23
23,SC,23.3,10,14,9,NHL,19,0,1983-84,0,60,0,,0,13,,EDM,28
24,SC,21.3,0,12,24,NHL,18,0,1984-85,2,0,0,,1,6,,EDM,31
25,,8.0,1,10,1,NHL,10,1,1985-86,0,25,2,,0,4,,EDM,12
26,SC,0,0,10,11,NHL,21,1,1986-87,0,52,0,,4,20,,EDM,25
27,SC,24.6,9,17,15,NHL,19,0,1987-88,3,57,0,,5,12,,EDM,31
28,,17.6,2,5,-2,NHL,7,1,1988-89,0,17,3,,0,6,,EDM,8
29,SC,17.2,4,15,13,NHL,0,0,1989-90,3,58,10,,6,18,,EDM,25
31,,10.0,0,2,1,NHL,4,0,1991-92,0,10,1,,1,4,,LAK,3
32,,18.0,5,8,2,NHL,0,0,1992-93,0,50,9,,2,12,,LAK,17
35,,9.7,2,5,-2,NHL,11,1,1995-96,1,31,3,,0,2,,NYR,8
36,,5.6,1,2,2,NHL,11,0,1996-97,0,18,1,,0,4,,MDA,3
37,,0.0,0,0,-1,NHL,4,0,1997-98,0,2,0,,0,0,,COL,0
