league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,18,0,21,21,2,0,291,VAN,[],4.8,1,1,-1,1,0,1999-00,16:11,0,8,0,1
NHL,1,0,24,0,0,0,6,VAN,[],0,0,0,0,0,0,2002-03,6:25,0,2,0,0
NHL,2,0,25,1,0,0,30,CBJ,[],0.0,0,0,0,0,0,2003-04,14:48,0,0,0,0
