assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Hamilton Red Wings,1,1960-61,11,1,6,18,0,OHA-Jr.
20,Hamilton Red Wings,10,1961-62,50,30,71,19,0,OHA-Jr.
18,Hamilton Red Wings,12,1962-63,39,30,81,20,0,OHA-Jr.
1,Oakville Oaks,0,1963-64,1,1,2,21,0,OHA-Sr.
0,Cincinnati Wings,0,1963-64,2,0,6,21,0,CPHL
39,Knoxville Knights,25,1964-65,70,64,156,22,0,EHL
10,Seattle Totems,8,1965-66,64,18,107,23,0,WHL
22,Seattle Totems,18,1966-67,65,40,147,24,0,WHL
18,Seattle Totems,26,1967-68,71,44,157,25,0,WHL
6,Quebec Aces,1,1968-69,7,7,8,26,0,AHL
9,Seattle Totems,14,1968-69,34,23,69,26,0,WHL
5,San Diego Gulls,6,1970-71,21,11,34,28,0,WHL
22,San Diego Gulls,15,1971-72,72,37,169,29,0,WHL
3,Greensboro Generals,2,1973-74,4,5,4,31,0,SHL
