year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,16,4,6,7,0,QAAA,19,College Antoine-Girouard,11
2000-01,17,10,46,14,-8,QMJHL,68,Baie-Comeau Drakkar,24
2001-02,18,18,96,44,13,QMJHL,57,Baie-Comeau Drakkar,62
2002-03,19,51,93,65,30,QMJHL,70,Baie-Comeau Drakkar,116
2003-04,20,14,38,14,0,AHL,65,Cincinnati Mighty Ducks,28
2004-05,21,9,40,19,0,AHL,51,Cincinnati Mighty Ducks,28
2005-06,22,13,24,18,13,AHL,37,2 Teams,31
2005-06,22,12,20,12,4,AHL,25,Portland Pirates,24
2005-06,22,1,4,6,9,AHL,12,San Antonio Rampage,7
2006-07,23,10,15,6,-4,AHL,23,2 Teams,16
2006-07,23,0,7,2,-2,AHL,2,Peoria Rivermen,2
2006-07,23,10,8,4,-2,AHL,21,San Antonio Rampage,14
2007-08,24,14,36,13,3,AHL,28,San Antonio Rampage,27
2008-09,25,18,46,31,1,AHL,46,San Antonio Rampage,49
2009-10,26,17,38,19,-3,AHL,47,San Antonio Rampage,36
2010-11,27,5,43,18,2,AHL,37,Manitoba Moose,23
2011-12,28,12,56,17,0,Swiss,50,2 Teams,29
2011-12,28,5,20,6,0,Swiss,23,SCL Tigers Langnau,11
2011-12,28,7,36,11,0,Swiss,27,HC Ambri-Piotta,18
2012-13,29,4,28,5,0,Finland,20,HIFK Helsinki,9
