league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,8,0,20,0,0,0,,TOR,[],0,0,0,0,0,0,1931-32,,0,23,0,0
NHL,26,0,22,0,1,0,,TOT,[],0,0,0,0,1,0,1933-34,,0,12,0,0
NHL,2,0,22,0,0,0,,TOR,[],0,0,0,0,0,0,1933-34,,0,0,0,0
NHL,24,0,22,0,1,0,,DET,[],0,0,0,0,1,0,1933-34,,0,12,0,0
