assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1938-39,20,6,3,Niagara Falls Cataracts,20,31,0,OHA-Sr.
18,1939-40,57,26,8,Baltimore Orioles,21,57,0,EAHL
16,1940-41,64,31,15,Baltimore Orioles,22,68,0,EAHL
20,1941-42,60,32,12,Johnstown Bluebirds,23,105,0,EAHL
1,1942-43,13,2,1,Montreal Royals,24,20,0,QSHL
1,1943-44,22,1,0,2 Teams,25,16,0,AHL
0,1943-44,7,0,0,Providence Reds,25,6,0,AHL
1,1943-44,15,1,0,Buffalo Bisons,25,10,0,AHL
8,1944-45,52,10,2,Buffalo Bisons,26,56,0,AHL
6,1945-46,60,7,1,St. Louis Flyers,27,67,0,AHL
18,1948-49,58,24,6,North Sydney Victorias,30,65,0,CBSHL
