pim,team,assists,plus_minus,points,league,games_played,year,age,goals
51,St. John\'s Fog Devils,9,-7,15,QMJHL,63,2006-07,16,6
72,St. John\'s Fog Devils,30,9,66,QMJHL,70,2007-08,17,36
59,Junior de Montreal,27,-8,49,QMJHL,47,2008-09,18,22
75,Cape Breton Screaming Eagles,41,34,90,QMJHL,56,2009-10,19,49
8,Canada,4,9,8,WJC-A,6,2009-10,19,4
46,Portland Pirates,33,18,62,AHL,57,2010-11,20,29
18,Rochester Americans,9,-2,13,AHL,27,2011-12,21,4
57,Rochester Americans,22,-10,37,AHL,67,2012-13,22,15
27,Rochester Americans,2,1,4,Spengler Cup,3,2013-14,23,2
48,Rochester Americans,20,-1,49,AHL,59,2013-14,23,29
24,Rochester Americans,12,-13,20,AHL,27,2014-15,24,8
38,Springfield Falcons,14,-9,22,AHL,46,2014-15,24,8
