game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
3,-11,111,0,71,8,1977-78,6,0,22,1,,NHL,19.8,2,20,27,[],30,21,,NYR
1,-10,106,0,62,17,1978-79,12,0,11,0,,NHL,10.4,5,21,26,[],28,11,,NYR
1,-19,167,0,76,20,1979-80,18,0,27,4,,NHL,16.2,2,22,43,[],47,23,,TOT
0,-1,16,0,6,1,1979-80,1,0,3,0,,NHL,18.8,0,22,7,[],4,3,,NYR
1,-18,151,0,70,19,1979-80,17,0,24,4,,NHL,15.9,2,22,36,[],43,20,,CLR
2,-42,183,0,74,16,1980-81,11,1,26,9,,NHL,14.2,5,23,78,[],42,16,,CLR
2,-10,149,1,65,27,1981-82,25,1,25,1,,NHL,16.8,1,24,87,[],52,23,,WIN
7,-25,183,3,79,27,1982-83,19,3,27,1,,NHL,14.8,5,25,69,[],54,23,,WIN
2,-15,195,1,0,45,1983-84,31,1,34,8,,NHL,17.4,13,26,50,[],79,25,,WIN
2,9,85,0,51,11,1984-85,9,1,12,4,,NHL,14.1,2,27,20,[],23,7,,MTL
1,3,102,0,61,17,1985-86,15,0,14,2,,NHL,13.7,2,28,48,[],31,12,,MTL
0,-7,45,1,40,8,1986-87,7,0,3,1,,NHL,6.7,0,29,27,[],11,2,,NYR
0,-3,99,0,74,21,1987-88,18,0,9,2,,NHL,9.1,3,30,103,[],30,7,,NYR
2,-6,117,1,73,24,1988-89,23,0,9,0,,NHL,7.7,0,31,107,[],33,9,,NYR
1,-29,83,1,70,8,1989-90,7,0,9,1,,NHL,10.8,0,32,45,[],17,8,,QUE
1,-3,65,0,52,14,1990-91,14,1,12,0,,NHL,18.5,0,33,43,[],26,11,,TOT
1,1,8,0,14,2,1990-91,2,0,2,0,,NHL,25.0,0,33,13,[],4,2,,QUE
0,-4,57,0,38,12,1990-91,12,1,10,0,,NHL,17.5,0,33,30,[],22,9,,TOR
2,-2,90,0,65,13,1991-92,13,1,9,0,,NHL,10.0,0,34,41,[],22,8,,TOT
1,-3,75,0,54,11,1991-92,11,1,8,0,,NHL,10.7,0,34,39,[],19,7,,TOR
1,1,15,0,11,2,1991-92,2,0,1,0,,NHL,6.7,0,34,2,[],3,1,,WIN
