power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,23,5,0,NHL,1990-91,24,3,MNS,,2,20,-4,1,19,,,15.8,2
0,5,0,0,NHL,1991-92,25,0,MNS,,0,14,-3,0,1,,,0.0,0
0,6,2,0,NHL,1995-96,29,1,MTL,,1,4,2,0,6,,,16.7,1
0,10,3,0,NHL,1997-98,31,1,MTL,,2,6,-1,0,16,,,6.3,1
0,6,2,0,NHL,1998-99,32,0,PHI,13:33,2,2,2,0,3,81,,0.0,0
