average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,23,0,4,-1,3,0,0,0,0,1989-90,CGY,0,0,[],0.0,,5
,6,0,0,NHL,24,4,6,-7,12,0,0,0,2,1990-91,TOT,0,6,[],0.0,,14
,0,0,0,NHL,24,0,2,-4,4,0,0,0,0,1990-91,CGY,0,0,[],0.0,,5
,6,0,0,NHL,24,4,4,-3,8,0,0,0,2,1990-91,MNS,0,6,[],0.0,,9
,10,0,0,NHL,25,3,50,-5,53,6,0,0,1,1991-92,MNS,6,4,[],11.3,,46
,31,1,2,NHL,26,15,111,-12,132,7,1,1,5,1992-93,TBL,10,21,[],7.6,,63
,15,1,1,NHL,27,7,30,-9,110,7,0,0,0,1993-94,TBL,8,7,[],7.3,,75
,14,0,1,NHL,28,10,30,-8,72,1,0,1,1,1994-95,TBL,2,12,[],2.8,,48
,10,1,0,NHL,29,5,46,-3,43,3,0,1,1,1995-96,MTL,3,7,[],7.0,,65
,15,2,1,NHL,30,8,16,4,56,4,1,1,0,1996-97,MTL,6,9,[],10.7,,43
,19,2,0,NHL,31,4,12,0,82,13,0,2,0,1997-98,MTL,13,6,[],15.9,,74
11:02,10,0,0,NHL,32,6,10,-2,52,4,0,0,0,1998-99,PHI,4,6,[],7.7,783,71
11:29,8,0,1,NHL,33,5,12,-4,51,2,0,0,0,1999-00,TOT,3,5,[],5.9,724,63
11:02,4,0,1,NHL,33,2,10,-1,46,1,0,0,0,1999-00,PHI,2,2,[],4.3,596,54
14:13,4,0,0,NHL,33,3,2,-3,5,1,0,0,0,1999-00,CGY,1,3,[],20.0,128,9
