goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1980-81,12,159,0,0,0,0,0,0,Nova Scotia Voyageurs,0,0,0,4.53,23,AHL,0,0,3,0,0,3
0,0,0,1981-82,21,435,0,0,0,0,0,0,Nova Scotia Voyageurs,0,0,0,2.90,24,AHL,0,0,7,0,2,5
0,0,0,1982-83,13,319,0,0,0,0,0,0,Nova Scotia Voyageurs,0,0,0,2.45,25,AHL,0,0,6,0,3,2
0,0,0,1983-84,40,534,0,0,0,0,0,0,Nova Scotia Voyageurs,0,0,0,4.49,26,AHL,0,0,10,0,4,6
