goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0.1,0,0,1981-82,[],0,20,0,0,0,0,0,0,MTL,0,0,0,0.00,24,NHL,0,0,1,0,0,0
0,0.2,0,0,1982-83,[],6,87,1,0,0,0,0,0,MTL,0,0,0,4.14,25,NHL,0,0,2,0,0,1
0,0.0,0,0,1983-84,[],4,52,0,0,0,13,17,0,MTL,0,0,0,4.62,26,NHL,.765,0,1,0,0,1
0,0.4,0,0,1984-85,[],15,213,0,0,0,89,104,1,WIN,0,0,0,4.23,27,NHL,.856,0,4,1,2,0
