average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,2,0,0,NHL,20,0,84,-1,11,2,0,0,0,1986-87,STL,2,0,[],18.2,,23
,6,0,0,NHL,21,2,227,-5,38,4,0,0,0,1987-88,STL,4,2,[],10.5,,64
,9,0,0,NHL,22,5,171,4,22,4,0,0,0,1988-89,STL,4,5,[],18.2,,34
,10,2,0,NHL,23,6,169,-1,29,4,0,0,0,1989-90,TOT,4,6,[],13.8,,44
,0,0,0,NHL,23,0,11,-2,3,0,0,0,0,1989-90,STL,0,0,[],0.0,,3
,10,2,0,NHL,23,6,158,1,26,4,0,0,0,1989-90,MTL,4,6,[],15.4,,41
,5,0,0,NHL,24,2,128,4,13,3,0,0,0,1990-91,MTL,3,2,[],23.1,,28
,3,0,0,NHL,25,2,130,3,19,1,0,0,0,1991-92,MTL,1,2,[],5.3,,46
,14,1,0,NHL,26,9,193,6,59,5,0,0,0,1992-93,MTL,5,9,[],8.5,,75
,18,2,0,NHL,27,7,272,-7,59,9,0,0,2,1993-94,MDA,9,9,[],15.3,,76
,0,0,0,NHL,28,0,90,-2,14,0,0,0,0,1994-95,MDA,0,0,[],0.0,,24
,7,1,0,NHL,29,3,285,-5,52,4,0,0,0,1995-96,MDA,4,3,[],7.7,,53
,2,0,0,NHL,30,2,162,-5,22,0,0,0,0,1996-97,SJS,0,2,[],0.0,,51
