shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
8.7,1980-81,6,4,,0,23,1,1,1,5,EDM,2,21,0,NHL,0,,12,7,[],1
4.8,1981-82,46,7,,2,84,2,4,17,11,EDM,4,22,0,NHL,0,,41,15,[],0
13.2,1982-83,58,27,,1,151,9,13,0,37,EDM,20,23,2,NHL,0,,76,57,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1983.html#norris', 'name': 'Norris-6'}]",7
5.0,1983-84,43,24,,0,161,10,5,50,34,EDM,8,24,0,NHL,0,,75,42,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-14'}, {'link': '/awards/voting-1984.html#norris', 'name': 'Norris-6'}]",3
4.8,1984-85,46,29,,2,146,13,4,50,44,EDM,7,25,1,NHL,0,,0,51,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-12'}]",3
4.0,1985-86,55,26,,0,151,9,5,30,35,EDM,6,26,0,NHL,0,,76,41,[],1
5.3,1986-87,35,10,,1,75,4,4,27,15,EDM,4,27,0,NHL,0,,58,19,[],0
8.0,1987-88,71,14,,1,163,13,11,23,28,EDM,13,28,2,NHL,0,,77,41,[],2
6.2,1988-89,52,17,,1,178,15,4,0,33,EDM,11,29,0,NHL,2,,76,44,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-16'}]",5
0.8,1989-90,56,14,,1,119,8,0,-13,23,EDM,1,30,1,NHL,0,,70,24,[],1
5.6,1990-91,32,19,,1,90,2,3,4,22,EDM,5,31,0,NHL,0,,53,27,[],2
3.7,1991-92,43,12,,0,109,7,1,-10,19,LAK,4,32,0,NHL,1,,56,23,[],2
1.9,1992-93,64,20,,2,106,3,2,16,25,LAK,2,33,1,NHL,0,,82,27,[],0
3.7,1993-94,71,8,,1,134,4,4,4,13,LAK,5,34,0,NHL,0,,79,18,[],1
3.9,1994-95,42,4,,0,51,1,1,-7,5,TOT,2,35,0,NHL,0,,41,7,[],1
0.0,1994-95,6,1,,0,11,0,0,-6,1,LAK,0,35,0,NHL,0,,9,1,[],0
5.0,1994-95,36,3,,0,40,1,1,-1,4,BUF,2,35,0,NHL,0,,32,6,[],1
7.1,1995-96,65,5,,0,70,0,3,-12,5,TOT,5,36,1,NHL,0,,64,10,[],2
8.8,1995-96,59,5,,0,57,0,3,-5,5,BUF,5,36,1,NHL,0,,52,10,[],2
0.0,1995-96,6,0,,0,13,0,0,-7,0,STL,0,36,0,NHL,0,,12,0,[],0
0,1996-97,0,0,,0,0,0,0,-1,0,BUF,0,37,0,NHL,0,,1,0,[],0
