assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1913-14,3,1,1,Edmonton Eskimos,22,3,0,ASHL
0,1918-19,2,0,0,Vancouver Millionaires,27,0,0,PCHA
0,1919-20,2,0,0,Vancouver Millionaires,28,0,0,PCHA
3,1920-21,2,3,0,Vancouver Millionaires,29,0,0,PCHA
1,1920-21,5,3,2,Vancouver Millionaires,29,3,0,St-Cup
0,1921-22,2,0,0,Vancouver Millionaires,30,0,0,PCHA
0,1921-22,2,3,3,Vancouver Millionaires,30,0,0,West-P
1,1921-22,5,1,0,Vancouver Millionaires,30,9,0,St-Cup
0,1922-23,2,1,1,Vancouver Maroons,31,0,0,PCHA
2,1922-23,4,4,2,Vancouver Maroons,31,0,0,St-Cup
1,1923-24,2,1,0,Vancouver Maroons,32,4,0,PCHA
1,1923-24,3,2,1,Vancouver Millionaires,32,2,0,West-P
0,1923-24,2,0,0,Vancouver Maroons,32,6,0,St-Cup
