assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1913-14,5,2,2,Edmonton Eskimos,22,16,0,ASHL
0,1914-15,3,1,1,Edmonton Albertas,23,11,0,ASHL
4,1915-16,17,11,7,Vancouver Millionaires,24,25,0,PCHA
1,1916-17,6,4,3,Toronto 228th Battalion,25,6,0,NHA
1,1918-19,17,3,2,Vancouver Millionaires,27,0,0,PCHA
9,1919-20,22,14,5,Vancouver Millionaires,28,3,0,PCHA
5,1920-21,24,8,3,Vancouver Millionaires,29,6,0,PCHA
9,1921-22,24,14,5,Vancouver Millionaires,30,25,0,PCHA
6,1922-23,25,21,15,Vancouver Maroons,31,8,0,PCHA
10,1923-24,30,31,21,Vancouver Maroons,32,44,0,PCHA
5,1924-25,26,10,5,Vancouver Maroons,33,28,0,WCHL
4,1925-26,29,13,9,Calgary Tigers,34,30,0,WHL
