giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,81,5,20,0,0,0,106,0,31,1751,WSH,0,0,"[{'link': '/awards/nhl_all_star.html#2006', 'name': None}, {'link': '/awards/calder.html#2006', 'name': None}, {'link': '/awards/voting-2006.html#hart', 'name': 'Hart-6'}]",12.2,28,54,2,52,0,3,2005-06,0,21:37,21,52,0,23
0,NHL,82,8,21,0,0,0,92,0,21,1754,WSH,0,0,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-9'}, {'link': '/awards/nhl_all_star.html#2007', 'name': None}, {'link': '/awards/voting-2007.html#hart', 'name': 'Hart-22'}]",11.7,30,46,-19,46,0,0,2006-07,0,21:23,16,52,0,25
93,NHL,82,0,22,11,772,0,0,220,15,1894,WSH,68,38.9,"[{'link': '/awards/nhl_all_star.html#2008', 'name': None}, {'link': '/awards/voting-2008.html#byng', 'name': 'Byng-9'}, {'link': '/awards/hart.html#2008', 'name': None}, {'link': '/awards/pearson.html#2008', 'name': None}, {'link': '/awards/richard.html#2008', 'name': None}, {'link': '/awards/ross.html#2008', 'name': None}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-30'}]",14.6,0,47,28,0,7,0,2007-08,44,23:06,0,40,0,32
107,NHL,79,10,23,24,875,0,110,243,27,1817,WSH,60,25.0,"[{'link': '/awards/nhl_all_star.html#2009', 'name': None}, {'link': '/awards/voting-2009.html#AS', 'name': 'AS-10'}, {'link': '/awards/hart.html#2009', 'name': None}, {'link': '/awards/pearson.html#2009', 'name': None}, {'link': '/awards/richard.html#2009', 'name': None}, {'link': '/awards/voting-2009.html#selke', 'name': 'Selke-50'}]",10.6,0,54,8,0,8,1,2008-09,32,23:00,19,72,0,27
75,NHL,72,7,24,12,665,0,109,181,23,1569,WSH,66,45.5,"[{'link': '/awards/nhl_all_star.html#2010', 'name': None}, {'link': '/awards/voting-2010.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2010.html#hart', 'name': 'Hart-2'}, {'link': '/awards/pearson.html#2010', 'name': None}, {'link': '/awards/voting-2010.html#selke', 'name': 'Selke-28'}]",13.6,0,59,45,50,10,0,2009-10,20,21:48,13,89,0,36
58,NHL,79,0,25,12,651,0,85,239,17,1688,WSH,48,33.3,"[{'link': '/awards/nhl_all_star.html#2011', 'name': None}, {'link': '/awards/voting-2011.html#hart', 'name': 'Hart-14'}]",8.7,25,53,24,32,6,0,2010-11,23,21:22,7,41,0,36
51,NHL,78,3,26,9,565,303,65,215,10,1544,WSH,34,40.0,"[{'link': '/awards/voting-2012.html#AS', 'name': 'AS-10'}]",12.5,25,27,-8,38,6,0,2011-12,42,19:48,13,26,0,17
25,NHL,0,4,27,1,441,0,56,120,11,1002,WSH,30,0.0,"[{'link': '/awards/nhl_all_star.html#2013', 'name': None}, {'link': '/awards/nhl_all_star.html#2013', 'name': None}, {'link': '/awards/hart.html#2013', 'name': None}, {'link': '/awards/richard.html#2013', 'name': None}]",14.5,16,24,2,0,0,0,2012-13,18,20:53,0,36,0,13
48,NHL,78,10,28,1,693,0,79,204,15,1603,WSH,32,66.7,"[{'link': '/awards/nhl_all_star.html#2014', 'name': None}, {'link': '/awards/voting-2014.html#hart', 'name': 'Hart-23'}, {'link': '/awards/richard.html#2014', 'name': None}]",13.2,27,28,-35,0,2,0,2013-14,22,20:33,0,48,1,12
58,NHL,81,0,29,3,724,0,81,259,9,1646,WSH,45,40.0,"[{'link': '/awards/nhl_all_star.html#2015', 'name': None}, {'link': '/awards/voting-2015.html#hart', 'name': 'Hart-2'}, {'link': '/awards/richard.html#2015', 'name': None}]",13.4,28,28,10,0,2,0,2014-15,32,20:20,0,58,0,19
50,NHL,79,8,30,0,691,0,71,225,5,1604,WSH,24,0,"[{'link': '/awards/nhl_all_star.html#2016', 'name': None}, {'link': '/awards/voting-2016.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2016.html#hart', 'name': 'Hart-6'}, {'link': '/awards/richard.html#2016', 'name': None}]",12.6,0,21,21,0,0,0,2015-16,34,20:19,0,53,0,16
46,NHL,0,7,31,1,582,313,69,216,9,1506,WSH,29,0.0,"[{'link': '/awards/voting-2017.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2017.html#hart', 'name': 'Hart-12'}]",10.5,16,36,6,33,0,0,2016-17,29,18:22,0,50,0,27
