power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,0,14,2,NHL,1975-76,20,6,PHI,,8,31,1,0,29,,,20.7,6
0,7,1,0,NHL,1976-77,21,1,PHI,,0,8,0,0,9,,,11.1,0
0,12,8,1,NHL,1977-78,22,1,PHI,,7,36,0,0,26,,,3.8,1
0,8,3,0,NHL,1978-79,23,1,PHI,,2,17,-7,0,12,,,8.3,1
0,19,11,0,NHL,1979-80,24,2,PHI,,9,70,8,0,25,,,8.0,2
0,12,6,0,NHL,1980-81,25,2,PHI,,4,39,-1,0,20,,,10.0,2
0,3,2,0,NHL,1981-82,26,2,CGY,,0,14,2,0,11,,,18.2,2
2,9,7,0,NHL,1982-83,27,3,CGY,,4,33,-4,0,28,,,10.7,1
0,16,7,1,NHL,1986-87,31,5,DET,,2,28,6,1,22,,,22.7,4
0,16,5,0,NHL,1987-88,32,4,DET,,1,12,2,0,8,,,50.0,4
1,7,3,0,NHL,1988-89,33,1,VAN,,2,10,-1,0,3,,,33.3,0
