age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
26,,10.0,1,3,2,NHL,15,0,1994-95,0,10,1,,0,10,,PHI,4
27,,5.3,1,2,2,NHL,12,0,1995-96,1,19,1,,0,50,,PHI,3
28,,7.7,4,3,4,NHL,19,0,1996-97,1,52,4,,0,16,,PHI,7
29,,0.0,0,0,-1,NHL,5,0,1997-98,0,5,0,,0,10,,PHI,0
30,,3.0,1,1,-1,NHL,19,0,1998-99,0,33,1,14:54,0,12,283,COL,2
31,,19.2,5,0,4,NHL,17,0,1999-00,1,26,5,10:50,0,8,184,COL,5
32,SC,12.5,2,3,3,NHL,23,0,2000-01,1,16,2,14:59,0,14,345,COL,5
33,,0.0,0,0,0,NHL,10,0,2001-02,0,9,0,13:46,0,6,138,STL,0
34,,0.0,0,1,1,NHL,7,0,2002-03,0,4,0,10:30,0,6,74,STL,1
