power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,2,0,0,NHL,1927-28,20,0,BOS,,0,2,0,0,0,,,0,0
0,5,1,0,NHL,1928-29,21,1,BOS,,0,0,0,0,0,,SC,0,0
0,0,4,0,NHL,1929-30,22,0,BOS,,0,4,0,0,0,,,0,0
0,5,6,0,NHL,1930-31,23,2,BOS,,0,4,0,0,0,,,0,0
0,5,2,0,NHL,1932-33,25,1,BOS,,1,2,0,0,0,,,0,0
0,3,1,0,NHL,1934-35,27,1,BOS,,0,0,0,0,0,,,0,0
0,2,1,0,NHL,1935-36,28,0,BOS,,1,0,0,0,0,,,0,0
0,3,2,0,NHL,1936-37,29,2,BOS,,0,5,0,0,0,,,0,0
0,3,0,0,NHL,1937-38,30,0,BOS,,0,12,0,0,0,,,0,0
0,0,1,0,NHL,1938-39,31,0,BOS,,1,6,0,0,0,,SC,0,0
0,5,2,0,NHL,1939-40,32,0,BOS,,2,2,0,0,0,,,0,0
0,0,5,0,NHL,1940-41,33,0,BOS,,5,4,0,0,0,,SC,0,0
0,9,5,0,NHL,1942-43,35,2,BOS,,3,9,0,0,0,,,0,0
0,7,0,0,NHL,1944-45,37,0,BOS,,0,0,0,0,0,,,0,0
0,4,0,0,NHL,1945-46,38,0,BOS,,0,0,0,0,0,,,0,0
