year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1936-37,18,5,18,7,0,GBHL,17,Creighton Mines,12
1937-38,19,8,22,5,0,GBHL,15,Creighton Eagles,13
1938-39,20,5,6,1,0,GBHL,12,Creighton Eagles,6
1939-40,21,10,24,2,0,NBHL,16,Sudbury Open Pit Miners,12
1940-41,22,15,67,13,0,OHA-Sr.,31,St. Catharines Saints,28
1941-42,23,14,34,28,0,QSHL,40,Quebec Aces,42
1942-43,24,12,41,21,0,QSHL,34,Quebec Aces,33
1943-44,25,6,10,5,0,QSHL,13,Quebec Aces,11
1944-45,26,19,14,11,0,EAHL,10,Boston Olympics,30
1945-46,27,31,63,40,0,AHL,56,Hershey Bears,71
1946-47,28,3,6,5,0,USHL,13,Tulsa Oilers,8
1946-47,28,5,14,10,0,AHL,37,Hershey Bears,15
1947-48,29,22,79,60,0,USHL,65,St. Paul Saints,82
1948-49,30,16,45,33,0,AHL,58,New Haven Ramblers,49
1949-50,31,27,59,40,0,USHL,68,St. Paul Saints,67
1950-51,32,10,67,27,0,PCHL,70,Tacoma Rockets,37
1951-52,33,0,6,1,0,PCHL,8,Vancouver Canucks,1
1951-52,33,23,100,41,0,WIHL,52,Spokane Flyers,64
1952-53,34,34,77,54,0,WIHL,57,Spokane Flyers,88
1953-54,35,22,73,45,0,WIHL,58,Spokane Flyers,67
1954-55,36,9,31,12,0,WIHL,24,Spokane Flyers,21
1955-56,37,25,32,46,0,WIHL,45,Spokane Flyers,71
1958-59,40,0,6,2,0,WIHL,2,Rossland Warriors,2
