age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,10.0,0,0,-1,NHL,11,0,1964-65,0,10,1,,0,10,,CBH,1
21,,0.0,0,1,0,NHL,5,0,1965-66,0,4,0,,0,9,,CBH,1
22,,0.0,0,3,4,NHL,6,0,1966-67,0,11,0,,0,8,,CBH,3
23,,14.3,4,0,-2,NHL,11,0,1967-68,0,28,4,,0,9,,CBH,4
25,,4.5,1,0,1,NHL,8,0,1969-70,0,22,1,,0,4,,CBH,1
26,,4.5,0,6,0,NHL,18,0,1970-71,0,22,1,,1,14,,CBH,7
27,,0.0,0,2,4,NHL,8,0,1971-72,0,18,0,,0,16,,CBH,2
28,,0.0,0,3,-4,NHL,15,0,1972-73,0,6,0,,0,2,,CBH,3
29,,0.0,0,1,1,NHL,10,0,1973-74,0,12,0,,0,6,,CBH,1
30,,0.0,0,0,-6,NHL,7,0,1974-75,0,3,0,,0,4,,CBH,0
