league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,15,0,21,24,8,1,,NYI,[],12.5,3,5,6,3,0,1991-92,,0,0,1,3
NHL,56,0,22,60,30,2,,NYI,[],16.7,9,20,7,10,1,1992-93,,0,24,0,18
NHL,81,3,23,136,56,5,,NYI,[],18.4,17,31,31,25,5,1993-94,,3,24,1,25
NHL,41,1,24,68,16,2,,NYI,[],13.2,9,7,-1,9,0,1994-95,,0,8,0,5
NHL,74,1,25,167,46,13,,NYI,[],7.2,10,34,-11,12,0,1995-96,,2,39,1,20
NHL,80,4,26,182,49,7,,TOT,[],12.6,17,26,-8,23,1,1996-97,,5,22,2,17
NHL,70,4,26,163,42,6,,NYI,[],12.3,15,22,-7,20,1,1996-97,,4,20,2,14
NHL,10,0,26,19,7,1,,CGY,[],15.8,2,4,-1,3,0,1996-97,,1,2,0,3
NHL,75,0,27,128,44,5,,CGY,[],14.8,10,25,1,19,4,1997-98,,5,34,1,19
NHL,81,5,28,146,54,17,1507,TOT,[],13.0,7,35,-15,19,1,1998-99,18:36,11,42,1,17
NHL,6,0,28,7,2,0,83,CGY,[],14.3,1,1,-1,1,0,1998-99,13:51,0,6,0,1
NHL,75,5,28,139,52,17,1424,MDA,[],12.9,6,34,-14,18,1,1998-99,18:59,11,36,1,16
NHL,62,2,29,129,28,8,1182,MDA,[],7.8,7,18,-4,10,1,1999-00,19:04,2,26,1,9
NHL,75,1,30,136,42,11,1387,MDA,[],14.7,10,22,-21,20,0,2000-01,18:30,10,40,0,11
NHL,79,1,31,157,28,5,1255,TOT,[],7.0,9,17,-15,11,0,2001-02,15:53,2,33,0,12
NHL,60,0,31,131,23,3,918,MDA,[],6.9,7,14,-14,9,0,2001-02,15:18,2,25,0,11
NHL,19,1,31,26,5,2,336,BOS,[],7.7,2,3,-1,2,0,2001-02,17:42,0,8,0,1
NHL,77,1,32,121,19,2,1095,BOS,[],7.4,9,10,-11,9,0,2002-03,14:14,0,38,0,8
