pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Winnipeg Strathconas,5,0,20,WJrHL,5,1914-15,18,15
8,Winnipeg Strathconas,4,0,16,WJrHL,6,1915-16,19,12
6,Winnipeg Monarchs,1,0,2,MHL-Sr.,1,1915-16,19,1
4,Winnipeg Monarchs,6,0,15,MHL-Sr.,8,1916-17,20,9
10,Winnipeg Vimy,9,0,16,MHL-Sr.,10,1917-18,21,7
14,Moose Jaw Maple Leafs,3,0,23,SSHL,12,1919-20,23,20
15,Regina Victorias,3,0,17,SSHL,15,1920-21,24,14
2,Regina Victorias,2,0,9,S-SSHL,6,1921-22,25,7
14,Winnipegs,2,0,11,MHL-Sr.,10,1922-23,26,9
4,Selkirk Fishermen,4,0,9,MHL-Sr.,11,1923-24,27,5
10,Selkirk Fishermen,2,0,14,MHL-Sr.,12,1924-25,28,12
40,Winnipeg Maroons,2,0,10,CHL,25,1925-26,29,8
84,Winnipeg Maroons,6,0,30,AHA,35,1926-27,30,24
22,Seattle Seahawks,6,0,29,PCHL,33,1928-29,32,23
36,Seattle Eskimos,10,0,22,PCHL,33,1929-30,33,12
