year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2008-09,15,13,0,6,0,USHS,21,Nichols School,19
2010-11,17,13,26,10,0,CISAA,14,Nichols School,23
2011-12,18,2,0,1,2,USHL,2,Cedar Rapids RoughRiders,3
2011-12,18,16,32,22,0,OJHL,33,Buffalo Jr. Sabres,38
2012-13,19,12,43,21,-22,USHL,53,Cedar Rapids RoughRiders,33
2013-14,20,27,28,37,5,USHL,60,Cedar Rapids RoughRiders,64
2014-15,21,14,16,15,0,NCAA,40,New Hampshire,29
2015-16,22,22,24,30,-4,NCAA,37,New Hampshire,52
2015-16,22,2,0,3,-2,AHL,16,Charlotte Checkers,5
2016-17,23,19,34,33,1,AHL,74,Charlotte Checkers,52
