goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
12.2,0,NHL,53,NYR,3112,23,12,79,2,116,0,30.62,9,2,30,2,0,0,0,.922,2005-06,1485,2.24,0,"[{'link': '/awards/voting-2006.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2006.html#calder', 'name': 'Calder-4'}, {'link': '/awards/voting-2006.html#hart', 'name': 'Hart-9'}, {'link': '/awards/voting-2006.html#vezina', 'name': 'Vezina-3'}]",1369
14.3,0,NHL,70,NYR,4109,24,22,88,0,160,0,22.60,8,5,37,0,0,0,0,.917,2006-07,1927,2.34,0,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2007.html#hart', 'name': 'Hart-22'}, {'link': '/awards/voting-2007.html#vezina', 'name': 'Vezina-3'}]",1767
11.9,11,NHL,72,NYR,4305,25,24,97,0,160,72,5.61,0,0,37,0,.569,0,41,.912,2007-08,1823,2.23,2,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2008.html#byng', 'name': 'Byng-72'}, {'link': '/awards/voting-2008.html#vezina', 'name': 'Vezina-3'}]",1663
13.7,9,NHL,70,NYR,4153,26,25,91,2,168,70,15.66,7,3,38,2,.657,0,46,.916,2008-09,2007,2.43,0,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2009.html#byng', 'name': 'Byng-55'}, {'link': '/awards/voting-2009.html#vezina', 'name': 'Vezina-6'}]",1839
15.0,10,NHL,73,NYR,4204,27,27,89,1,167,72,20.13,10,4,35,1,.611,0,44,.921,2009-10,2109,2.38,0,"[{'link': '/awards/voting-2010.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2010.html#hart', 'name': 'Hart-23'}, {'link': '/awards/voting-2010.html#vezina', 'name': 'Vezina-6'}]",1942
14.0,9,NHL,68,NYR,4007,28,27,89,4,152,67,19.18,5,0,36,4,.537,0,36,.923,2010-11,1965,2.28,6,"[{'link': '/awards/voting-2011.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2011.html#byng', 'name': 'Byng-39'}, {'link': '/awards/voting-2011.html#hart', 'name': 'Hart-14'}, {'link': '/awards/voting-2011.html#vezina', 'name': 'Vezina-4'}]",1813
14.1,3,NHL,62,NYR,3754,29,18,81,2,123,62,28.57,5,8,39,2,.645,0,40,.930,2011-12,1753,1.97,4,"[{'link': '/awards/nhl_all_star.html#2012', 'name': None}, {'link': '/awards/voting-2012.html#hart', 'name': 'Hart-3'}, {'link': '/awards/vezina.html#2012', 'name': None}]",1630
0,1,NHL,43,NYR,2575,30,16,84,1,88,43,16.81,3,2,0,1,.674,0,29,.926,2012-13,1190,2.05,0,"[{'link': '/awards/nhl_all_star.html#2013', 'name': None}, {'link': '/awards/voting-2013.html#byng', 'name': 'Byng-42'}, {'link': '/awards/voting-2013.html#hart', 'name': 'Hart-23'}, {'link': '/awards/voting-2013.html#vezina', 'name': 'Vezina-2'}]",1102
12.4,9,NHL,63,NYR,3655,31,24,92,4,144,62,11.96,5,5,33,4,.581,0,36,.920,2013-14,1810,2.36,0,"[{'link': '/awards/voting-2014.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2014.html#vezina', 'name': 'Vezina-6'}]",1666
9.2,4,NHL,46,NYR,2743,32,13,91,1,103,46,10.43,3,5,30,1,.630,0,29,.922,2014-15,1329,2.25,0,"[{'link': '/awards/voting-2015.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2015.html#vezina', 'name': 'Vezina-5'}]",1226
0,6,NHL,65,NYR,3772,33,21,94,4,156,64,9.52,7,4,35,4,.609,0,39,.920,2015-16,0,2.48,4,"[{'link': '/awards/voting-2016.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2016.html#hart', 'name': 'Hart-17'}]",0
9.1,8,NHL,57,NYR,3240,34,20,104,1,148,55,-5.21,4,2,31,1,.582,0,32,.910,2016-17,1650,2.74,0,[],1502
