shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,won,bad_start,team
0,0,0,0,431,9,1,1968-69,0,3,3.90,NHL,0,0,0,0,0,0,0,24,0,0,1,,0,LAK
0,0,0,0,60,1,0,1971-72,0,1,5.00,NHL,0,5,0,0,0,0,0,27,4,0,0,,0,CBH
0,0,0,0,760,0,0,1974-75,0,7,3.39,NHL,0,0,0,0,0,0,0,30,0,0,0,,0,BUF
0,0,0,0,563,9,0,1975-76,0,4,2.98,NHL,0,28,0,0,0,0,0,31,2,0,0,,0,BUF
0,0,0,0,60,1,0,1976-77,0,0,4.00,NHL,0,4,0,0,1,0,0,32,2,0,0,,0,BUF
