shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,1140,19,0,1964-65,0,0,3.00,OHA-Jr.,0,57,0,0,0,0,0,20,0,0,0,0,Toronto Marlboros
0,0,0,0,328,6,0,1966-67,0,2,3.29,CPHL,0,18,0,0,4,0,0,22,0,0,0,0,Houston Apollos
