age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,0.0,0,2,-2,NHL,3,0,1984-85,0,12,0,,0,4,,NYR,2
25,,0.0,0,0,-2,NHL,5,0,1986-87,0,8,0,,0,10,,LAK,0
26,,5.9,1,0,1,NHL,14,0,1987-88,0,17,1,,0,30,,WSH,1
27,,7.7,1,2,-1,NHL,5,0,1988-89,0,13,1,,0,2,,BUF,3
29,,27.3,3,3,-1,NHL,6,0,1990-91,0,11,3,,0,10,,BUF,6
31,,0.0,0,0,-5,NHL,8,0,1992-93,0,12,0,,0,8,,BUF,0
32,,4.3,1,2,0,NHL,9,0,1993-94,1,23,1,,0,6,,DAL,3
33,,0.0,0,0,-2,NHL,3,0,1994-95,0,4,0,,0,2,,DAL,0
35,,0.0,0,2,-3,NHL,7,0,1996-97,0,8,0,,0,0,,DAL,2
36,,0.0,0,0,-3,NHL,6,0,1997-98,0,8,0,,0,2,,BOS,0
37,,0.0,0,0,-1,NHL,2,0,1998-99,0,4,0,11:39,0,2,23,BOS,0
38,,0.0,0,0,0,NHL,6,0,1999-00,0,3,0,12:06,0,16,73,OTT,0
39,,0.0,0,1,2,NHL,9,0,2000-01,0,11,0,14:10,0,4,127,DAL,1
