year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2005-06,13,0,2,2,0,Sweden-4,2,Sudrets HC Hemse,2
2006-07,14,13,40,7,0,Sweden-4,29,Sudrets HC Hemse,20
2007-08,15,11,71,11,0,Sweden-4,25,Sudrets HC Hemse,22
2008-09,16,6,76,4,0,Swe-U18,11,Brynas IF Gavle U18,10
2008-09,16,4,55,5,0,Swe-Jr.,33,Brynas IF Gavle Jr.,9
2009-10,17,1,2,1,0,Swe-U18,4,Brynas IF Gavle U18,2
2009-10,17,15,80,19,0,Swe-Jr.,40,Brynas IF Gavle Jr.,34
2009-10,17,6,0,8,0,WJ18-A,5,Sweden,14
2010-11,18,4,18,4,3,Sweden,43,Brynas IF Gavle,8
2010-11,18,6,8,9,0,Swe-Jr.,10,Brynas IF Gavle Jr.,15
2010-11,18,1,4,3,0,WJC-A,6,Sweden,4
2010-11,18,4,18,4,3,SEL,43,Brynas IF Gavle,8
2011-12,19,12,34,24,-10,Sweden,49,Brynas IF Gavle,36
2011-12,19,0,0,6,3,WJC-A,6,Sweden,6
2011-12,19,0,0,2,-2,WC-A,7,Sweden,2
2011-12,19,12,34,24,-10,SEL,49,Brynas IF Gavle,36
2012-13,20,16,40,25,-2,AHL,69,2 Teams,41
2012-13,20,15,38,22,0,AHL,62,Houston Aeros,37
2012-13,20,1,2,3,-2,AHL,7,Rochester Americans,4
2013-14,21,0,2,1,0,Spengler Cup,3,Rochester Americans,1
2013-14,21,15,75,26,7,AHL,51,Rochester Americans,41
2014-15,22,15,38,25,12,AHL,44,Rochester Americans,40
