shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
10.3,1973-74,0,7,,0,29,3,3,-12,10,CGS,3,28,1,NHL,0,,23,13,[],0
10.8,1974-75,8,16,,0,111,5,12,-15,21,CGS,12,29,2,NHL,0,,56,33,[],0
11.9,1975-76,4,0,,0,185,0,14,0,44,PHR,22,30,2,WHA,4,,79,66,[],4
10.1,1976-77,10,0,,0,198,0,10,-57,39,PHR,20,31,0,WHA,4,,80,59,[],6
